CASRN	Chemical	Tc	Pc	Vc	omega
616-45-5	2-pyrrolidone	802	6170000	0.000264	0.432
616-55-7	2,4-di-tert-butyl-6-methylphenol	738.5	2090000	0.000757	0.793
6161-67-7	4-methyl-3-ethylphenol	739.51	3787000	0.0003655	0.495
6163-64-0	3,3-dimethyl-2-thiabutane	570	3540000	0.00036	0.233
6163-66-2	di-tert-butyl ether	550	2530000	0.000487	0.346
6165-37-3	4-propylnonane	635.9	1792000	0.0007015	0.548
6165-44-2	1,4-dicyclohexylbutane	768.14	1820000	0.0007975	0.512
61675-14-7	4-methyl-5-hexeN-2-one	615	3560000	0.0003913	
6168-72-5	2-amino-1-propanol, (±)	631	5463000	0.0002697	0.737
6169-06-8	(S)-(+)-2-octanol	600.92	2849000	0.000488	0.733
617-29-8	2-methyl-3-hexanol	573.21	3149000	0.0004345	0.731
617-30-1	2,3-hexanediol	628.03	3936000	0.0003975	1.179
617-50-5	1-methylethyl isobutanoate	584	2765000	0.0004445	0.456
617-79-8	1-amino-2-ethylbutane	592.91	3345000	0.0003945	0.451
617-80-1	2-ethylbutanenitrile	602.56	3049000	0.0003915	0.442
617-84-5	N,N-diethylformamide	692	3560000	0.000383	0.449
617-92-5	1-ethyl-1H-pyrrole	630	4400000	0.0003125	
617-94-7	2-phenyl-2-propanol	660	3490000	0.00044	0.698
6175-49-1	2-dodecanone	687.46	1879000	0.0007135	0.691
61764-94-1	4-chloro-4-methylheptane	642.41	2443000	0.0005325	0.462
61783-87-7	4-methyl-3-propylphenol	780.8	3376000	0.0004215	0.541
618-45-1	3-isopropylphenol	734.54	3897000	0.0003595	0.464
618-46-2	m-chlorobenzoyl chloride	724	3680000	0.000406	0.454
618-85-9	3,5-dinitrotoluene	814	3400000	0.000473	0.702
61827-85-8	1,3-dimethyl-4-propylbenzene	680.84	2569000	0.0005435	0.441
61827-86-9	1,2,3-trimethyl-4-ethylbenzene	699.56	2530000	0.0005435	0.441
61827-87-0	1,2,4-trimethyl-3-ethylbenzene	694.17	2530000	0.0005435	0.441
61827-90-5	heptacosylcyclopentane	918.63	592000	0.0017685	
61827-91-6	octacosylcyclopentane	932.17	565000	0.0018245	
61827-92-7	nonacosylcyclopentane	945.42	540000	0.0018805	
61827-93-8	triacontylcyclopentane	959.65	517000	0.0019365	
61827-94-9	hentriacontylcyclopentane	974.92	495000	0.0019925	
61827-98-3	pentatriacontylcyclopentane	1043.89	420000	0.0022165	
61827-99-4	hexatriacontylcyclopentane	1064.12	404000	0.0022725	
61828-00-0	1-methyl-1-isopropylcyclopentane	626.05	2925000	0.0004725	0.292
61828-01-1	1-methyl-trans-2-isopropylcyclopentane	608.73	2693000	0.0004735	0.305
61828-02-2	1-methyl-cis3-isopropylcyclopentane	610.2	2693000	0.0004735	0.305
61828-03-3	1-methyl-trans-3-isopropylcyclopentane	610.2	2693000	0.0004735	0.305
61828-04-4	tricosylbenzene	880.45	742000	0.0015515	
61828-05-5	tetracosylbenzene	890.74	705000	0.0016075	
61828-06-6	pentacosylbenzene	901.84	670000	0.0016635	
61828-07-7	docosylcyclohexane	874.41	730000	0.0015365	
61828-08-8	tricosylcyclohexane	884.21	694000	0.0015925	
61828-09-9	tetracosylcyclohexane	896.02	660000	0.0016485	
61828-10-2	pentacosylcyclohexane	907.42	628000	0.0017045	
61828-11-3	hexacosylcyclohexane	919.67	599000	0.0017605	
61828-12-4	heptacosylcyclohexane	931.57	572000	0.0018165	
61828-13-5	octacosylcyclohexane	944.39	547000	0.0018725	
61828-14-6	nonacosylcyclohexane	958.18	523000	0.0019285	
61828-15-7	triacontylcyclohexane	972.99	501000	0.0019845	
61828-16-8	hentriacontylcyclohexane	987.61	480000	0.0020405	
61828-17-9	dotriacontylcyclohexane	1004.63	460000	0.0020965	
61828-18-0	tritriacontylcyclohexane	1021.59	442000	0.0021525	
61828-19-1	tetratriacontylcyclohexane	1039.83	425000	0.0022085	
61828-20-4	pentatriacontylcyclohexane	1060.75	408000	0.0022645	
61828-21-5	hexatriacontylcyclohexane	1079.19	393000	0.0023205	
61828-25-9	heptacosylbenzene	925.34	608000	0.0017755	
61828-26-0	octacosylbenzene	937.81	580000	0.0018315	
61828-27-1	nonacosylbenzene	951.23	554000	0.0018875	
61828-28-2	hentriacontylbenzene	979.86	507000	0.0019995	
61828-29-3	dotriacontylbenzene	995.18	486000	0.0020555	
61828-30-6	tritriacontylbenzene	1011.66	466000	0.0021115	
61828-31-7	tetratriacontylbenzene	1029.38	448000	0.0021675	
61828-32-8	pentatriacontylbenzene	1048.44	430000	0.0022235	
61828-33-9	hexatriacontylbenzene	1067.6	413000	0.0022795	
61828-34-0	1,4-tridecanediol	776.55	1934000	0.0007955	1.31
61828-35-1	DL-erythro-2,3-pentanediol	631.58	4456000	0.0003415	1.142
61828-36-2	DL-threo-2,3-pentanediol	631.58	4456000	0.0003415	1.142
61847-78-7	2,4-dimethyl-trans-3-hexene	557.71	2710000	0.0004585	0.322
61847-80-1	4-methyl-3-ethyl-1-pentene	556.43	2690000	0.0004525	0.327
61847-81-2	1-heneicosyne	782.42	1050000	0.0011735	0.764
61847-82-3	1-docosyne	793.12	988000	0.0012295	0.765
61847-83-4	1-tricosyne	804.42	931000	0.0012855	0.759
61847-84-5	1-tetracosyne	815.11	878000	0.0013415	0.746
61847-85-6	1-pentacosyne	825.22	831000	0.0013975	0.725
61847-86-7	1-hexacosyne	836	786000	0.0014535	
61847-87-8	1-heptacosyne	847.49	746000	0.0015095	
61847-88-9	1-octacosyne	858.49	708000	0.0015655	
61847-89-0	1-nonacosyne	870.24	673000	0.0016215	
61847-90-3	1-triacontyne	882.79	641000	0.0016775	
61847-91-4	1-hentriacontyne	896.17	611000	0.0017335	
61847-92-5	1-dotriacontyne	909.18	583000	0.0017895	
61847-93-6	1-tritriacontyne	923.11	557000	0.0018455	
61847-94-7	1-pentatriacontyne	952.63	510000	0.0019575	
61847-95-8	1-hexatriacontyne	968.33	488000	0.0020135	
61847-96-9	2-heptadecyne	753.8	1382000	0.0009495	0.68
61847-97-0	2-octadecyne	764.58	1288000	0.0010055	0.707
61847-98-1	2-nonadecyne	775.87	1204000	0.0010615	0.728
61847-99-2	2-eicosyne	786.42	1128000	0.0011175	0.744
61868-01-7	1-methyl-cis2-isopropylcyclopentane	619.02	2693000	0.0004735	0.305
61868-02-8	2,3-dimethylhexadecane	742.82	1165000	0.0010886	0.706
61868-03-9	2,3-dimethylheptadecane	754.89	1092000	0.0011483	0.722
61868-04-0	2,3-dimethyloctadecane	767.45	1026000	0.001208	0.732
61868-05-1	2,4-dimethyltridecane	683.39	1433000	0.0008635	0.629
61868-06-2	2,4-dimethyltetradecane	695.62	1334000	0.0009692	0.659
61868-07-3	2,4-dimethylpentadecane	708.24	1245000	0.0010289	0.685
61868-08-4	2,4-dimethylhexadecane	720.01	1165000	0.0010886	0.706
61868-09-5	2,4-dimethylheptadecane	730.99	1092000	0.0011483	0.722
61868-10-8	2,4-dimethyloctadecane	742.46	1026000	0.001208	0.732
61868-11-9	1-tritriacontene	930.68	530000	0.0018645	
61868-12-0	1-tetratriacontene	946.56	507000	0.0019205	
61868-13-1	1-pentatriacontene	963.51	486000	0.0019765	
61868-14-2	1-hexatriacontene	980.33	466000	0.0020325	
61868-15-3	1-heptatriacontene	998.34	447000	0.0020885	
61868-16-4	1-octatriacontene	1017.62	430000	0.0021445	
61868-17-5	1-nonatriacontene	1038.28	413000	0.0022005	
61868-18-6	1-tetracontene	1059.09	397000	0.0022565	
61868-19-7	2-methyl-1-hexadecene	732.59	1273000	0.0009695	0.699
61868-20-0	2-methyl-1-octadecene	757.46	1115000	0.0010815	0.736
61868-21-1	2,3-dimethyl-3-ethylheptane	630.56	1981000	0.0006345	0.419
61868-22-2	2,3-dimethyl-4-ethylheptane	625.29	1975000	0.0006335	0.449
61868-23-3	2,3-dimethyl-5-ethylheptane	623.9	1975000	0.0006335	0.449
61868-24-4	2,4-dimethyl-3-ethylheptane	625.29	1975000	0.0006335	0.449
61868-25-5	2,4-dimethyl-4-ethylheptane	616.64	1981000	0.0006345	0.419
61868-26-6	2,4-dimethyl-5-ethylheptane	621.14	1975000	0.0006335	0.449
61868-27-7	2,5-dimethyl-3-ethylheptane	621.14	1975000	0.0006335	0.449
61868-28-8	2,5-dimethyl-4-ethylheptane	619.75	1975000	0.0006335	0.449
61868-29-9	2,5-dimethyl-5-ethylheptane	627.77	1981000	0.0006345	0.419
61868-30-2	2,6-dimethyl-3-ethylheptane	621.14	1975000	0.0006335	0.449
61868-31-3	2,6-dimethyl-4-ethylheptane	612.84	1975000	0.0006335	0.449
61868-32-4	3,3-dimethyl-4-ethylheptane	630.56	1981000	0.0006345	0.419
61868-33-5	3,3-dimethyl-5-ethylheptane	623.6	1981000	0.0006345	0.419
61868-34-6	3,4-dimethyl-3-ethylheptane	637.52	1981000	0.0006345	0.419
61868-35-7	3,4-dimethyl-4-ethylheptane	631.95	1981000	0.0006345	0.419
61868-36-8	3,4-dimethyl-5-ethylheptane	629.43	1975000	0.0006335	0.449
61868-37-9	3,5-dimethyl-3-ethylheptane	630.56	1981000	0.0006345	0.419
61868-38-0	3,5-dimethyl-4-ethylheptane	628.05	1975000	0.0006335	0.449
61868-39-1	4,4-dimethyl-3-ethylheptane	624.99	1981000	0.0006345	0.419
61868-40-4	2,2,3,3-tetramethylheptane	638.82	2000000	0.0006295	0.361
61868-41-5	2,2,3,4-tetramethylheptane	629.04	1995000	0.0006285	0.391
61868-42-6	2,2,3,5-tetramethylheptane	626.24	1995000	0.0006285	0.391
61868-43-7	2,2,3,6-tetramethylheptane	620.64	1995000	0.0006285	0.391
61868-44-8	2,2,4,4-tetramethylheptane	624.72	2000000	0.0006295	0.361
61868-45-9	2,2,4,5-tetramethylheptane	619.24	1995000	0.0006285	0.391
61868-46-0	2,2,4,6-tetramethylheptane	609.72	1995000	0.0006285	0.391
61868-47-1	2,2,5,5-tetramethylheptane	619.08	2000000	0.0006295	0.361
61868-48-2	2,2,5,6-tetramethylheptane	619.24	1995000	0.0006285	0.391
61868-49-3	2,3,3,4-tetramethylheptane	637.45	1995000	0.0006285	0.391
61868-50-6	2,3,3,5-tetramethylheptane	629.04	1995000	0.0006285	0.391
61868-51-7	2,3,3,6-tetramethylheptane	627.64	1995000	0.0006285	0.391
61868-52-8	2,3,4,4-tetramethylheptane	631.84	1995000	0.0006285	0.391
61868-53-9	2,3,4,5-tetramethylheptane	629.22	1989000	0.0006275	0.421
61868-54-0	2,3,4,6-tetramethylheptane	622.26	1989000	0.0006275	0.421
61868-55-1	2,3,5,5-tetramethylheptane	623.44	1995000	0.0006285	0.391
61868-56-2	2,4,4,5-tetramethylheptane	626.24	1995000	0.0006285	0.391
61868-57-3	2,4,4,6-tetramethylheptane	612.24	1995000	0.0006285	0.391
61868-58-4	2,4,5,5-tetramethylheptane	629.04	1995000	0.0006285	0.391
61868-59-5	3,3,4,4-tetramethylheptane	644.46	2000000	0.0006295	0.361
61868-60-8	3,3,4,5-tetramethylheptane	636.04	1995000	0.0006285	0.391
61868-61-9	3,3,5,5-tetramethylheptane	638.82	2000000	0.0006295	0.361
61868-62-0	3,4,4,5-tetramethylheptane	641.65	1995000	0.0006285	0.391
61868-63-1	2,2-dimethyl-3-isopropylhexane	623.44	1995000	0.0006285	0.391
61868-64-2	2,3-dimethyl-3-isopropylhexane	634.64	1995000	0.0006285	0.391
61868-65-3	2,4-dimethyl-3-isopropylhexane	623.65	1989000	0.0006275	0.421
61868-66-4	2,5-dimethyl-3-isopropylhexane	616.7	1989000	0.0006275	0.421
61868-67-5	2-methyl-3,3-diethylhexane	638.91	1981000	0.0006345	0.419
61868-68-6	2-methyl-3,4-diethylhexane	625.29	1975000	0.0006335	0.449
61868-69-7	2-methyl-4,4-diethylhexane	629.17	1981000	0.0006345	0.419
61868-70-0	3-methyl-3,4-diethylhexane	638.91	1981000	0.0006345	0.419
61868-71-1	3-methyl-4,4-diethylhexane	644.47	1981000	0.0006345	0.419
61868-72-2	2,2,3-trimethyl-3-ethylhexane	638.82	2000000	0.0006295	0.361
61868-73-3	2,2,3-trimethyl-4-ethylhexane	629.04	1995000	0.0006285	0.391
61868-74-4	2,2,4-trimethyl-3-ethylhexane	627.64	1995000	0.0006285	0.391
61868-75-5	2,2,4-trimethyl-4-ethylhexane	636	2000000	0.0006295	0.361
61868-76-6	2,2,5-trimethyl-3-ethylhexane	620.64	1995000	0.0006285	0.391
61868-77-7	2,2,5-trimethyl-4-ethylhexane	615.04	1995000	0.0006285	0.391
61868-78-8	2,3,3-trimethyl-4-ethylhexane	638.85	1995000	0.0006285	0.391
61868-79-9	2,3,4-trimethyl-3-ethylhexane	644.45	1995000	0.0006285	0.391
61868-80-2	2,3,4-trimethyl-4-ethylhexane	634.64	1995000	0.0006285	0.391
61868-81-3	2,3,5-trimethyl-3-ethylhexane	629.04	1995000	0.0006285	0.391
61868-82-4	2,3,5-trimethyl-4-ethylhexane	626.44	1989000	0.0006275	0.421
61868-83-5	2,4,4-trimethyl-3-ethylhexane	631.84	1995000	0.0006285	0.391
61868-84-6	3,3,4-trimethyl-4-ethylhexane	652.92	2000000	0.0006295	0.361
61868-85-7	2,2,3,3,4-pentamethylhexane	648.89	2015000	0.0006235	0.333
61868-86-8	2,2,3,3,5-pentamethylhexane	629.72	2015000	0.0006235	0.333
61868-87-9	2,2,3,4,4-pentamethylhexane	651.73	2015000	0.0006235	0.333
61868-88-0	2,2,3,4,5-pentamethylhexane	630.42	2009000	0.0006225	0.362
61868-89-1	2,3,3,4,4-pentamethylhexane	653.15	2015000	0.0006235	0.333
61868-90-4	2,2,4-trimethyl-3-isopropylpentane	624.78	2009000	0.0006225	0.362
61868-91-5	2,3,4-trimethyl-3-isopropylpentane	647.34	2009000	0.0006225	0.362
61868-92-6	2,4-dimethyl-3,3-diethylpentane	647.25	1995000	0.0006285	0.391
61868-93-7	2,2,3,4-tetramethyl-3-ethylpentane	651.73	2015000	0.0006235	0.333
61868-94-8	3,5,5-trimethyloctane	616.64	1981000	0.0006345	0.419
61868-95-9	4,4,5-trimethyloctane	630.56	1981000	0.0006345	0.419
61868-96-0	2-methyl-4-propylheptane	614.62	1961000	0.0006395	0.478
61868-97-1	3-methyl-4-propylheptane	621.49	1961000	0.0006395	0.478
61868-98-2	2-methyl-4-isopropylheptane	615.61	1975000	0.0006335	0.449
61868-99-3	3-methyl-4-isopropylheptane	622.52	1975000	0.0006335	0.449
61869-00-9	4-methyl-4-isopropylheptane	630.56	1981000	0.0006345	0.419
61869-01-0	3,4-diethylheptane	622.87	1961000	0.0006395	0.478
61869-02-1	3,5-diethylheptane	621.49	1961000	0.0006395	0.478
61869-03-2	2,2-dimethyl-3-ethylheptane	624.99	1981000	0.0006345	0.419
61869-04-3	2,2-dimethyltridecane	694.17	1436000	0.0008645	0.601
61869-05-4	2,2-dimethylpentadecane	722.25	1248000	0.0010289	0.66
61869-06-5	2,2-dimethyloctadecane	759.27	1028000	0.001208	0.713
61886-61-1	3-pentadecyne	717.83	1603000	0.0008375	0.616
61886-62-2	3-hexadecyne	729.15	1486000	0.0008935	0.65
61886-63-3	3-heptadecyne	739.6	1382000	0.0009495	0.68
61886-64-4	3-octadecyne	750.52	1288000	0.0010055	0.707
61886-65-5	3-nonadecyne	760.66	1204000	0.0010615	0.728
61886-66-6	3-eicosyne	758.74	1128000	0.0011175	0.744
61886-67-7	2-nonylnaphthalene	834.22	1625000	0.0009135	0.732
61886-68-8	2-undecylnaphthalene	852.71	1400000	0.0010255	0.787
61886-71-3	1-methyl-8-ethylnaphthalene	773.61	2713000	0.0005775	0.493
619-15-8	2,5-dinitrotoluene	814	3400000	0.000472	0.712
619-39-6	2-octyldecanoic acid	799	1360000	0.00102	1.084
619-52-3	4-methyl-1-isopropylcyclohexene, (R)	640	2600000	0.000511	
619-66-9	4-formylbenzoic acid	966	3820000	0.000393	0.817
619-82-9	1,4-cyclohexanedicarboxylic acid	889	3420000	0.000464	1.036
619-99-8	3-ethylhexane	565.5	2610000	0.000455	0.361
6191-71-5	cis-4-hepteN-1-ol	601	3500000	0.000341	
6196-58-3	2-(pentyloxy)ethanol	618	2940000	0.0004606	
6196-60-7	3-methyl-3-ethyl-1-pentene	567.4	2699000	0.0004535	0.297
6196-80-1	1-iodo-4-methylpentane	617.65	3620000	0.0003845	0.739
62-53-3	aniline	699	5310000	0.00027	0.378
62-56-6	thiourea	854	8230000	0.000248	0.3586
620-11-1	1-ethylpropyl acetate	577	2810000	0.000442	0.464
620-14-4	m-ethyltoluene	637.15	3150000	0.000427	0.365
620-17-7	m-ethylphenol	716.45	4290000	0.000387	0.519
620-20-2	1-chloro-3-(chloromethyl)benzene	710	3620000	0.000404	0.343
620-23-5	3-methylbenzaldehyde	691	3670000	0.000376	0.433
620-43-9	tris(2-methylbutyl)amine	711.57	1434000	0.0009012	0.754
620-47-3	3-methyldiphenylmethane	782.37	2727000	0.0006035	0.478
620-83-7	4-methyldiphenylmethane	786.22	2727000	0.0006035	0.478
620-85-9	4-ethyldiphenylmethane	793.82	2473000	0.0006595	0.522
62016-13-1	3-isopropyl-2-methylhexane	623.4	2290000	0.000529	0.391
62016-14-2	2,5,6-trimethyloctane	623.9	1975000	0.0006335	0.449
62016-15-3	4-isopropyloctane	620.12	1961000	0.0006395	0.478
62016-16-4	2-methyl-3-ethyloctane	625.61	1961000	0.0006395	0.478
62016-17-5	2-methyl-4-ethyloctane	617.37	1961000	0.0006395	0.478
62016-18-6	2-methyl-5-ethyloctane	620.12	1961000	0.0006395	0.478
62016-19-7	2-methyl-6-ethyloctane	625.61	1961000	0.0006395	0.478
62016-20-0	3-methyl-4-ethyloctane	625.61	1961000	0.0006395	0.478
62016-21-1	3-methyl-5-ethyloctane	617.37	1961000	0.0006395	0.478
62016-22-2	3-methyl-6-ethyloctane	625.61	1961000	0.0006395	0.478
62016-23-3	4-methyl-3-ethyloctane	626.99	1961000	0.0006395	0.478
62016-24-4	4-methyl-5-ethyloctane	622.87	1961000	0.0006395	0.478
62016-25-5	4-methyl-6-ethyloctane	622.87	1961000	0.0006395	0.478
62016-26-6	2,2,3-trimethyloctane	629.17	1981000	0.0006345	0.419
62016-27-7	2,2,5-trimethyloctane	618.03	1981000	0.0006345	0.419
62016-28-8	2,2,6-trimethyloctane	622.21	1981000	0.0006345	0.419
62016-29-9	2,2,7-trimethyloctane	616.64	1981000	0.0006345	0.419
62016-30-2	2,3,3-trimethyloctane	633.34	1981000	0.0006345	0.419
62016-31-3	2,3,4-trimethyloctane	626.67	1975000	0.0006335	0.449
62016-32-4	2,3,5-trimethyloctane	622.52	1975000	0.0006335	0.449
62016-33-5	2,3,6-trimethyloctane	626.67	1975000	0.0006335	0.449
62016-34-6	2,3,7-trimethyloctane	625.29	1975000	0.0006335	0.449
62016-35-7	2,4,4-trimethyloctane	618.03	1981000	0.0006345	0.419
62016-36-8	2,4,5-trimethyloctane	621.14	1975000	0.0006335	0.449
62016-37-9	2,4,6-trimethyloctane	618.37	1975000	0.0006335	0.449
62016-38-0	2,4,7-trimethyloctane	614.22	1975000	0.0006335	0.449
62016-39-1	2,5,5-trimethyloctane	619.43	1981000	0.0006345	0.419
62016-40-4	3,3,4-trimethyloctane	633.34	1981000	0.0006345	0.419
62016-41-5	3,3,5-trimethyloctane	622.21	1981000	0.0006345	0.419
62016-42-6	3,3,6-trimethyloctane	626.38	1981000	0.0006345	0.419
62016-43-7	3,4,4-trimethyloctane	631.95	1981000	0.0006345	0.419
62016-44-8	3,4,5-trimethyloctane	628.05	1975000	0.0006335	0.449
62016-45-9	3,4,6-trimethyloctane	625.29	1975000	0.0006335	0.449
62016-46-0	2,2-dimethyl-4-ethylheptane	613.86	1981000	0.0006345	0.419
62016-47-1	2,2-dimethyl-5-ethylheptane	619.43	1981000	0.0006345	0.419
62016-48-2	methyl 2-methylbutyl ether	533.65	3076000	0.0003835	0.359
62016-49-3	methyl 1,2-dimethylpropyl ether	527.59	3104000	0.0003775	0.329
62016-52-8	heptadecylcyclopentane	808.79	1008000	0.0012085	0.758
62016-53-9	octadecylcyclopentane	819.7	949000	0.0012645	0.756
62016-54-0	nonadecylcyclopentane	829.99	895000	0.0013205	0.746
62016-55-1	docosylcyclopentane	861.25	759000	0.0014885	
62016-56-2	tricosylcyclopentane	871.87	720000	0.0015445	
62016-57-3	tetracosylcyclopentane	882.04	685000	0.0016005	
62016-58-4	hexacosylcyclopentane	905.99	621000	0.0017125	
62016-59-5	1,cis-3-diethylcyclopentane	617.12	2671000	0.0004795	0.334
62016-60-8	1,trans-3-diethylcyclopentane	617.12	2671000	0.0004795	0.334
62016-61-9	1,1-dimethyl-3-ethylcyclopentane	602.06	2799000	0.0004775	0.296
62016-62-0	1,trans-2-dimethyl-1-ethylcyclopentane	616.85	2799000	0.0004775	0.296
62016-63-1	1,cis-2-dimethyl-1-ethylcyclopentane	616.85	2799000	0.0004775	0.296
62016-64-2	1,cis-2-dimethyl-cis4-ethylcyclopentane	614.43	2582000	0.0004785	0.309
62016-65-3	1,cis-2-dimethyl-trans-4-ethylcyclopentane	614.43	2582000	0.0004785	0.309
62016-66-4	1,trans-2-dimethyl-cis4-ethylcyclopentane	604.2	2582000	0.0004785	0.309
62016-67-5	1,trans-3-dimethyl-1-ethylcyclopentane	605.02	2799000	0.0004775	0.296
62016-68-6	1,cis-3-dimethyl-1-ethylcyclopentane	605.02	2799000	0.0004775	0.296
62016-70-0	1,1,cis-2,cis-3-tetramethylcyclopentane	609.74	2704000	0.0004765	0.271
62016-72-2	1,1,cis-2,cis-4-tetramethylcyclopentane	597.88	2704000	0.0004765	0.271
62016-73-3	1,2,2,cis-3-tetramethylcyclopentane	609.74	2704000	0.0004765	0.271
62016-74-4	pentacosylcyclopentane	894.22	651000	0.0016565	
62016-75-5	1-chloroheptadecane	773.57	1200000	0.0010365	0.764
62016-76-6	1-chlorononadecane	792.26	1055000	0.0011485	0.783
62016-77-7	1-chlorotricosane	832.05	834000	0.0013725	0.734
62016-78-8	1-chloropentacosane	854.75	749000	0.0014845	
62016-79-9	1-chloroheptacosane	877.97	676000	0.0015965	
62016-80-2	1-chlorooctacosane	890.78	643000	0.0016525	
62016-81-3	1-chlorononacosane	903.2	613000	0.0017085	
62016-82-4	1-chlorotriacontane	916.5	585000	0.0017645	
62016-83-5	1-chlorohentriacontane	930.73	559000	0.0018205	
62016-84-6	1-chlorodotriacontane	945.94	534000	0.0018765	
62016-85-7	1-chlorotritriacontane	960.92	511000	0.0019325	
62016-86-8	1-chlorotetratriacontane	976.98	490000	0.0019885	
62016-87-9	1,1-dicyclohexyloctane	797.35	1344000	0.0010215	0.653
62016-88-0	1-chlorohexatriacontane	1012.64	451000	0.0021005	
62016-89-1	1-chloroheptatriacontane	1032.39	433000	0.0021565	
62016-90-4	1-chlorooctatriacontane	1052.23	416000	0.0022125	
62016-91-5	1-chlorononatriacontane	1073.56	400000	0.0022685	
62016-92-6	1-chlorotetracontane	1096.5	385000	0.0023245	
62016-93-7	1-chloro-3-methylpentane	591.93	3009000	0.0004145	0.343
62016-94-8	1-chloro-4-methylpentane	586.04	3009000	0.0004145	0.343
62017-16-7	1,1-dichlorohexane	633.09	2891000	0.0004635	0.397
62017-17-8	1,1-dichlorododecane	733.47	1685000	0.0007995	0.647
62017-19-0	1,1-dichlorohexadecane	782.08	1257000	0.0010235	0.76
62017-20-3	1,1-dichlorooctadecane	803.67	1102000	0.0011355	0.786
62017-21-4	1,1-dichlorononadecane	814.08	1035000	0.0011915	0.789
62017-22-5	1,1-dichloroeicosane	825.11	974000	0.0012475	0.785
62017-23-6	1,1-dichloroheneicosane	835.53	918000	0.0013035	0.773
62017-24-7	1,1-dichlorodocosane	846.62	867000	0.0013595	0.754
62017-25-8	1,1-dichlorotricosane	857.18	820000	0.0014155	0.728
62017-26-9	1,1-dichlorotetracosane	868.44	777000	0.0014715	
62017-27-0	1,1-dichloropentacosane	880.46	737000	0.0015275	
62017-28-1	1,1-dichlorohexacosane	892.02	700000	0.0015835	
62017-29-2	1,1-dichloroheptacosane	904.39	666000	0.0016395	
62017-30-5	1,1-dichlorooctacosane	917.6	634000	0.0016955	
62017-31-6	1,1-dichlorononacosane	930.45	604000	0.0017515	
62017-32-7	1,1-dichlorotriacontane	944.23	577000	0.0018075	
62017-33-8	1,1-dichlorohentriacontane	958.98	551000	0.0018635	
62017-34-9	1,1-dichlorodotriacontane	974.75	527000	0.0019195	
62017-35-0	1,1-dichlorotritriacontane	990.34	505000	0.0019755	
62017-36-1	1,1-dichlorotetratriacontane	1007.06	483000	0.0020315	
62017-37-2	1,1-dichloropentatriacontane	1024.98	464000	0.0020875	
62017-38-3	1,1-dichlorohexatriacontane	1044.19	445000	0.0021435	
62017-39-4	1,1-dichloroheptatriacontane	1064.78	428000	0.0021995	
62017-40-7	1,1-dichlorooctatriacontane	1085.53	411000	0.0022555	
62017-41-8	1,1-dichlorononatriacontane	1107.85	396000	0.0023115	
62017-42-9	1,1-dichlorotetracontane	1131.86	381000	0.0023675	
62046-36-0	1,1-dichloroheptadecane	792.59	1176000	0.0010795	0.776
62067-44-1	1-ethyl-3-methylcyclohexanol	655	3390000	0.0004788	
62088-36-2	1-ethyl-4-methylcyclohexene	620	2860000	0.0004518	
621-27-2	3-propylphenol	730.33	3858000	0.0003655	0.496
621-77-2	tripentylamine	660	1500000	0.000893	0.853
62103-66-6	4-thiatridecane	733.68	1806000	0.0007615	0.631
62108-06-9	4-methyl-1-octeN-4-ol	629	2700000	0.0004473	
62108-44-5	1-bromotricosane	847.76	887000	0.0013855	0.788
62108-45-6	1-bromopentacosane	869.43	794000	0.0014975	0.714
62108-46-7	1-bromoheptacosane	894.13	715000	0.0016095	
62108-47-8	1-bromononacosane	919.68	646000	0.0017215	
62108-48-9	1-bromohentriacontane	946.37	588000	0.0018335	
62108-49-0	1-bromotritriacontane	977.03	537000	0.0019455	
62108-50-3	1-bromotetratriacontane	993.37	513000	0.0020015	
62108-51-4	1-bromopentatriacontane	1010.87	492000	0.0020575	
62108-52-5	1-bromoheptatriacontane	1049.74	453000	0.0021695	
