CASRN	Tb
626-31-3	529.15
626-33-5	427.15
626-34-6	485.65
626-38-0	406.15
626-39-1	544.15
626-41-5	547.15
626-43-7	534.15
626-55-1	446.15
626-56-2	397.65
626-58-4	403.15
626-60-8	421.15
626-61-9	420.65
626-67-5	380.15
626-77-7	460.15
626-82-4	481.15
626-84-6	504.15
626-85-7	503.15
626-86-8	558.15
626-87-9	473.15
626-88-0	420.15
626-89-1	424.95
626-90-4	434.45
626-91-5	363.15
626-92-6	435.15
626-93-7	413.04
626-95-9	475.15
626-97-1	498.15
6261-19-4	382.15
6261-25-2	383.15
6262-42-6	400.65
6262-87-9	493.15
6264-93-3	417.9
62641-67-2	469.15
6265-74-3	493.15
6268-37-7	484.15
62689-51-4	385.65
62690-62-4	470.15
627-02-1	354.25
627-03-2	479.65
627-05-4	425.92
627-06-5	328.65
627-08-7	356.15
627-09-8	394.65
627-11-2	428.15
627-12-3	469.15
627-13-4	383.16
627-15-6	428.65
627-19-0	313.33
627-20-3	310.08
627-21-4	329.27
627-22-5	341.15
627-26-9	394.38
627-27-0	386.65
627-32-7	499.15
627-35-0	336.15
627-36-1	372.15
627-37-2	337.15
627-39-4	404.65
627-40-7	317.15
627-41-8	336.15
627-42-9	365.65
627-44-1	432.15
627-45-2	471.15
627-49-6	358.15
627-50-9	366.05
627-51-0	357.15
627-53-2	381.15
627-54-3	410.65
627-58-7	387.45
627-59-8	424.15
627-63-4	432.15
627-67-8	436.75
627-70-3	406.15
627-73-6	481.35
627-92-9	534.15
627-97-4	395.75
627-98-5	445.15
6270-34-4	471.65
6270-56-0	422.15
62700-64-5	343.75
6272-40-8	633.15
6279-86-3	526.15
628-00-2	436.75
628-02-4	528.15
628-03-5	456.15
628-04-6	385.65
628-05-7	445.75
628-08-0	405.15
628-09-1	437.15
628-11-5	450.15
628-13-7	495.15
628-16-0	359.15
628-17-1	430.15
628-20-6	465.15
628-28-4	343.31
628-29-5	395.65
628-30-8	426.15
628-32-0	337.01
628-33-1	355.15
628-34-2	380.65
628-37-5	338.15
628-41-1	360.15
628-44-4	451.15
628-46-6	489.15
628-50-2	427.45
628-51-3	437.65
628-55-7	395.76
628-61-5	445.15
628-62-6	527.15
628-63-7	421.15
628-66-0	482.65
628-67-1	502.15
628-68-2	473.15
628-71-7	372.93
628-72-8	381.15
628-73-9	436.75
628-76-2	453.2
628-80-8	372
628-81-9	365.35
628-83-1	459.15
628-85-3	463.15
628-89-7	453.15
628-91-1	421.15
628-92-2	387.5
628-96-6	472.15
628-99-9	471.65
6280-15-5	439.15
6280-96-2	500.15
6280-98-4	508.65
6280-99-5	572.15
6284-84-0	435.15
6285-06-9	411.15
62861-56-7	310.9
6287-38-3	520.65
62882-00-2	531.15
629-01-6	512.15
629-04-9	452.05
629-05-0	399.35
629-06-1	431.65
629-08-3	457.65
629-11-8	523.2
629-14-1	394
629-15-2	447.15
629-16-3	371.15
629-19-6	466.65
629-20-9	413.16
629-27-6	498.26
629-30-1	535.15
629-31-2	468.15
629-32-3	424.15
629-33-4	428.15
629-35-6	496.15
629-36-7	489.15
629-37-8	505.15
629-38-9	482.25
629-43-6	428.95
629-45-8	504.36
629-46-9	447.65
629-49-2	499.15
629-50-5	508.62
629-59-4	526.73
629-60-7	566.15
629-62-9	543.83
629-63-0	581.15
629-64-1	535.15
629-66-3	616.15
629-73-2	558.02
629-74-3	557.16
629-75-4	569.15
629-76-5	583.4
629-78-7	575.3
629-79-8	609.15
629-80-1	584.15
629-82-3	559.65
629-89-0	586.16
629-90-3	598.15
629-92-5	603.05
629-93-6	656.15
629-94-7	629.65
629-96-9	645.5
629-97-0	641.75
629-99-2	675.05
6290-05-7	481.15
6290-24-0	524.15
6290-49-9	404.15
62906-35-8	348.15
6291-84-5	413.15
6291-85-6	410.15
6292-82-6	429.15
62924-70-3	496.65
6294-31-1	503.15
62961-64-2	548.15
6299-25-8	408.65
63-68-3	667.06
63-75-2	482.15
63-89-8	929.65
630-01-3	685.35
630-02-4	704.75
630-03-5	713.95
630-04-6	731.15
630-05-7	748.15
630-06-8	770.15
630-07-9	763.15
630-08-0	81.7
630-16-0	523.15
630-17-1	379.15
630-18-2	378.75
630-19-3	347.15
630-20-6	403.65
630-25-1	517.05
630-76-2	743
63018-67-7	549.15
63019-14-7	612.15
63019-51-2	422.95
6302-94-9	458.15
63021-45-4	481.99
63021-51-2	477.35
6303-21-5	403.15
6304-18-3	450.65
63040-24-4	538.15
63040-63-1	492.65
63040-64-2	493.15
63040-65-3	487.15
63041-01-0	409.35
63041-19-0	582.15
63041-25-8	473.15
63041-62-3	425.15
63041-70-3	506.15
63042-13-7	465.45
63042-22-8	500.15
6305-71-1	432.15
63059-68-7	492.15
6306-30-5	508.65
6308-94-7	520.15
6308-98-1	633.15
63096-02-6	478.15
631-27-6	434.65
631-28-7	493.15
631-36-7	426.56
631-57-2	365.45
631-65-2	365.95
6310-09-4	390.65
6310-21-0	507.15
63124-33-4	445.15
6315-89-5	448.15
6315-96-4	586.15
63157-81-3	458.15
6318-57-6	341.75
632-05-3	493.15
632-14-4	505.65
632-15-5	418.15
632-16-6	414.75
632-21-3	456.15
632-22-4	449.65
632-46-2	547.65
632-50-8	633.15
632-51-9	760
6320-03-2	478.65
6320-40-7	563.15
6321-23-9	425.65
6321-40-0	357.15
6322-01-6	496.15
6325-54-8	539.15
63318-29-6	465.15
63323-29-5	515.15
63323-31-9	464.15
63333-35-7	463.15
6334-96-9	400.05
6336-12-5	379.15
63370-69-4	510.15
6338-45-0	472.15
6339-13-5	420.15
634-36-6	508.15
634-47-9	569.15
634-66-2	527.25
634-67-3	565.15
634-85-5	506.05
634-89-9	602.15
634-90-2	519.25
634-93-5	535.15
6341-85-1	458.15
6341-97-5	517.65
6342-56-9	418.15
6344-72-5	522.15
6346-09-4	469.15
635-11-0	532.15
635-27-8	529.15
635-46-1	524.15
635-81-4	523.16
635-90-5	507.15
6351-10-6	493.15
63511-92-2	421.15
6358-53-8	393.15
636-09-9	575.15
636-10-2	533.15
636-30-6	543.15
636-36-2	543.15
636-41-9	420.75
636-53-3	575.15
636-72-6	480.15
636-82-8	514.15
636-98-6	561.15
6361-23-5	505.15
6366-23-0	538.65
6366-35-4	390.15
63697-00-7	440.15
637-27-4	484.15
637-50-3	448.65
637-57-0	556.65
637-59-2	492.65
637-61-6	419.15
637-64-9	466.15
637-65-0	478.65
637-69-4	478.15
637-78-5	383.15
637-87-6	500.15
637-90-1	468.15
637-92-3	345.95
637-97-8	416.15
63716-10-9	390.65
6372-01-6	414.15
6373-50-8	439.15
63762-79-8	446.15
6378-65-0	519.15
638-00-6	413.85
638-02-8	409.85
638-03-9	523.15
638-04-0	393.24
638-10-8	426.65
638-11-9	403.65
638-21-1	433.65
638-25-5	533.35
638-28-8	397.15
638-29-9	382.15
638-45-9	454.48
638-46-0	417.41
638-49-3	406.6
638-51-7	402.15
638-53-9	585.55
638-60-8	536.15
638-65-3	635.15
638-66-4	610.15
638-67-5	653.35
638-68-6	722.85
638-79-9	367.55
6380-21-8	493.15
6380-24-1	543.65
6380-28-5	519.65
63837-33-2	523.15
63867-09-4	446.15
63868-98-4	422.15
63869-87-4	399.65
63884-38-8	440.4
63885-07-4	336.15
63904-83-6	266.25
63906-57-0	385.15
63916-83-6	644.15
63916-98-3	551.15
63917-06-6	389.15
63917-71-5	451.15
63918-66-1	515.15
63918-89-8	336.15
63918-97-8	414.15
63927-44-6	481.85
6393-42-6	342.15
63937-14-4	629.75
63937-29-1	498.65
63937-30-4	518.15
63938-92-1	295.8
63938-93-2	294.15
63951-09-7	408.25
63978-73-4	487.65
63979-84-0	274.35
63980-61-0	476.65
63980-62-1	478.15
63990-57-8	462.15
63991-43-5	536.15
64-04-0	470.65
64-10-8	511.15
64-17-5	351.44
64-18-6	373.65
64-19-7	391.25
64-67-5	482.65
640-15-3	383.15
64011-43-4	386.15
64036-46-0	447.15
64037-09-8	560.65
64037-12-3	275.55
64046-56-6	478.15
64046-79-3	454.75
64048-08-4	426.33
64048-13-1	341.15
64048-70-0	454.65
64049-11-2	418.65
64049-23-6	338.15
64049-27-0	393.15
64050-46-0	403.15
64057-58-5	382.15
64058-43-1	453.15
64058-54-4	416.15
64058-74-8	633.15
64082-43-5	524.15
64099-82-7	550.15
641-91-8	553.15
641-96-3	693.15
6411-21-8	397.15
6414-69-3	475.15
6414-96-6	450.15
6416-57-5	493.15
6418-41-3	521.85
6418-43-5	571.15
6418-44-6	586.15
6418-45-7	613.15
642-28-4	633.15
642-32-0	524.16
64207-03-0	524.15
6422-86-2	664.65
6423-02-5	469.15
64245-99-4	541.15
64248-58-4	450.65
64248-62-0	453.15
64248-64-2	461.15
64265-26-5	370.75
64285-95-6	489.65
643-28-7	494.15
643-58-3	528.65
643-65-2	590.15
643-93-6	545.85
64334-96-9	577.15
6434-78-2	417.65
64379-30-2	395.15
64387-78-6	362.95
644-06-4	420.65
644-08-6	543.15
644-15-5	675.65
644-21-3	510.15
644-26-8	408.65
644-35-9	492.55
644-49-5	408.65
644-64-4	478.15
644-97-3	498.15
644-98-4	432.95
64407-07-4	532.2
6443-92-1	371.56
64441-42-5	378.65
64466-47-3	434.55
64491-68-5	383.65
64491-70-9	383.65
645-00-1	553.15
645-09-0	585.65
645-13-6	527.15
645-36-3	436.15
645-41-0	508.15
645-49-8	579.65
645-56-7	506.65
645-59-0	534.15
645-62-5	448.15
645-67-0	491.15
645-96-5	456.75
64501-77-5	412.15
64502-86-9	426.15
64502-89-2	425.15
6452-61-5	543.15
64531-23-3	450.15
64531-49-3	386.15
64544-07-6	523.15
646-04-8	309.49
646-05-9	332.4
646-06-0	351.15
646-07-1	473.65
646-14-0	466.65
646-19-5	497.15
646-24-2	531.65
646-30-0	680.65
646-31-1	664.45
64624-44-8	296.15
64771-59-1	366.15
64781-77-7	399.15
6482-24-2	383.15
6482-34-4	420.15
6483-50-7	430.15
64838-75-1	444.15
6485-40-1	502.2
6485-81-0	478.15
64910-63-0	461.15
64920-29-2	514.15
6493-05-6	733.15
6493-77-2	455.15
6496-48-6	385.15
64965-91-9	495.15
64977-47-5	389.3
65-85-0	522.4
65036-47-7	465.15
65036-71-7	383.15
65039-20-5	413.15
65041-92-1	580.15
65072-05-1	793.15
65094-25-9	485.15
651-48-9	495.15
651-70-7	437.15
651-80-9	384.65
651-83-2	459.15
6513-13-9	462.15
6515-09-9	377.45
65195-44-0	472.15
652-22-2	403.65
652-29-9	403.6
6522-40-3	408.15
6522-86-7	599.85
65232-69-1	332.15
65248-43-3	514.15
65271-80-9	490.15
653-34-9	412.55
653-37-2	440.15
65313-34-0	401.95
65313-36-2	232.35
654-53-5	377.15
6540-76-7	431.65
6542-60-5	416.15
65521-60-0	332.15
6553-48-6	385.65
65530-93-0	422.15
65561-73-1	499.15
65597-24-2	400.15
656-65-5	339.65
6561-44-0	600.15
6569-51-3	326.15
6570-87-2	438.15
6570-88-3	456.15
6572-99-2	471.15
6573-52-0	451.15
6575-09-3	416.15
65786-11-0	412.15
65792-56-5	332.5
6581-66-4	401.65
659-70-1	467.15
659-86-9	388.15
6590-93-8	547.15
6590-96-1	533.15
6590-97-2	530.15
65907-30-4	470.15
6596-40-3	852.15
66-25-1	401.45
66-27-3	475.65
66-77-3	565.15
66-86-4	534.15
660-68-4	560.07
6600-31-3	515.65
66056-06-2	383.15
6607-49-4	355.15
6607-66-5	426.15
6609-56-9	528.65
6609-57-0	533.65
661-11-0	391.05
661-18-7	418.15
661-53-0	317.95
661-54-1	224.8
661-68-7	367.15
661-69-8	455.15
661-71-2	354
661-95-0	345.95
661-97-2	309.25
66137-74-4	399.65
66142-61-8	517.15
66172-73-4	517.15
66213-67-0	366.15
66213-68-1	366.15
66213-69-2	361.65
66213-70-5	361.65
66213-93-2	750.15
66213-94-3	691.15
66213-95-4	719.15
66213-96-5	725.15
66213-97-6	720.15
66214-00-4	759.15
66214-01-5	700.15
66214-02-6	727.15
66214-03-7	733.15
66214-04-8	728.15
66214-08-2	768.15
66214-09-3	707.15
66214-10-6	735.15
66214-11-7	741.15
66214-12-8	736.15
66214-14-0	776.15
66214-15-1	714.15
66214-16-2	743.15
66214-17-3	749.15
66214-18-4	743.15
66214-22-0	722.15
66214-23-1	750.15
66214-24-2	756.15
66214-25-3	751.15
66214-29-7	791.15
66214-30-0	730.15
66214-31-1	758.15
66214-32-2	764.15
66214-33-3	758.15
66215-27-8	361.45
6622-76-0	412.15
66225-12-5	385.15
66225-14-7	383.15
66225-15-8	394.15
66225-16-9	387.15
66225-17-0	387.15
66225-18-1	390.15
66225-19-2	388.15
66225-20-5	388.15
66225-30-7	387.15
66225-31-8	385.15
66225-33-0	480.65
66225-40-9	390.15
66225-41-0	376.15
66225-51-2	439.15
66225-53-4	459.15
66230-04-4	432.15
66232-25-5	476.45
66232-28-8	539.15
66235-62-9	436.15
66256-39-1	475.15
66256-40-4	468.15
66256-41-5	464.15
66256-48-2	466.15
66256-50-6	468.75
66256-62-0	481.15
66256-63-1	465.15
66256-65-3	463.15
66256-66-4	463.15
66256-67-5	474.15
6627-55-0	486.65
6627-74-3	488.15
66271-50-9	623.15
66271-53-2	600.15
66271-56-5	580.15
66271-69-0	603.15
66271-70-3	603.15
6628-04-2	606.15
6628-06-4	510.15
6628-18-8	451.65
6628-21-3	456.65
6628-79-1	514.65
66291-47-2	496.15
66291-48-3	496.15
66291-75-6	683.15
66291-76-7	711.15
66291-77-8	716.15
66291-78-9	711.15
66291-79-0	702.15
66291-80-3	707.15
66291-81-4	703.15
66291-86-9	674.15
66291-89-2	665.15
66291-90-5	693.15
66291-91-6	698.15
66291-92-7	694.15
66292-30-6	646.15
66292-34-0	607.15
66292-46-4	631.15
66292-47-5	631.15
663-25-2	372.65
6630-33-7	503.15
6630-99-5	181.85
6632-39-9	334.15
6632-68-4	460.65
66324-52-5	554.15
66324-53-6	554.15
66324-83-2	529.55
66324-84-3	534.15
66325-09-5	583.15
66325-11-9	578.15
66325-42-6	553.05
66326-07-6	657.15
66326-08-7	654.15
66326-13-4	670.15
66326-18-9	614.15
66326-20-3	643.15
66348-18-3	345.15
66359-06-6	562.78
66359-07-7	568.15
66359-36-2	656.15
66359-43-1	621.15
66359-53-3	644.15
66359-54-4	644.15
66359-61-3	634.15
66359-75-9	656.15
66359-76-0	683.15
66359-77-1	688.15
66359-78-2	684.15
66374-78-5	587.15
66374-79-6	587.15
66374-97-8	646.15
66374-98-9	678.15
66374-99-0	675.15
66375-02-8	636.15
66375-03-9	663.15
66375-04-0	668.15
66375-05-1	665.15
6639-30-1	504.15
66395-23-1	445.15
6640-27-3	468.65
6640-77-3	535.45
66415-55-2	349.15
66441-23-4	573.15
66455-36-5	632.15
66455-41-2	656.15
66455-50-3	667.15
66455-62-7	656.15
66455-67-2	636.15
66470-81-3	403.15
6651-43-0	404.15
6652-04-6	432.15
66553-05-7	378.15
66553-10-4	612.15
66553-16-0	473.15
66553-34-2	449.15
66553-41-1	536.15
66553-42-2	536.15
66553-52-4	514.15
66553-53-5	517.15
66553-61-5	506.15
66553-62-6	498.15
66563-91-5	617.15
66563-92-6	617.15
66563-99-3	594.15
66575-72-2	829.15
66575-83-5	803.15
66576-21-4	487.15
66576-23-6	437.15
66576-26-9	431.15
66576-27-0	433.15
66576-31-6	426.15
66576-36-1	796.15
66576-42-9	827.15
66576-43-0	763.15
66576-44-1	791.15
66576-45-2	797.15
66576-46-3	790.15
66576-50-9	833.15
66576-51-0	769.15
66576-52-1	797.15
66576-53-2	803.15
66576-66-7	773.15
66576-87-2	799.15
66576-88-3	737.15
66576-89-4	765.15
66576-90-7	771.15
66576-91-8	765.15
66576-94-1	820.15
66576-95-2	756.15
66576-96-3	784.15
66576-97-4	787.15
66576-98-5	791.15
66576-99-6	784.15
66577-08-0	813.15
66577-09-1	750.15
66577-10-4	778.15
66577-11-5	784.15
66577-12-6	779.15
66577-17-1	555.15
66577-24-0	743.15
66577-25-1	771.15
66577-26-2	778.15
66577-27-3	771.15
66577-48-8	564.15
66577-60-4	614.15
666-21-7	320.15
66610-39-7	333.85
66675-38-5	300.15
66675-39-6	300.15
66688-72-0	474.15
66688-73-1	474.15
6669-13-2	458.65
667-27-6	385.15
667-49-2	304.75
66703-02-4	422.15
66703-03-5	422.15
66719-37-7	466.15
66719-41-3	474.15
66719-47-9	460.15
66719-52-6	463.15
66719-54-8	468.15
66719-55-9	467.15
6672-30-6	416.65
66728-50-5	404.65
66793-67-7	440.15
66793-73-5	464.15
66793-74-6	439.15
66793-75-7	475.15
66793-76-8	453.85
66793-88-2	453.15
66793-89-3	442.15
66793-92-8	444.15
66793-96-2	447.15
66793-98-4	461.15
66793-99-5	447.15
66794-02-3	451.15
66794-03-4	457.25
66794-04-5	466.15
66794-06-7	468.15
6682-71-9	496.15
66827-04-1	571.15
66827-05-2	571.15
66898-39-3	572.15
66938-41-8	583.15
66955-43-9	360.95
66968-12-5	487.65
66997-45-3	500.15
67-51-6	491.15
67-56-1	337.85
67-62-9	322.65
67-63-0	355.41
67-64-1	329.44
67-66-3	334.33
67-71-0	511.15
67-72-1	458
67-78-7	464.65
670-54-2	496.15
670-80-4	392.65
670-96-2	613.15
6703-82-8	693.15
6703-98-6	988.15
67050-04-8	432.15
67050-26-4	465.65
67051-27-8	494.35
67057-34-5	401.9
6709-22-4	514.65
6709-39-3	416.15
671-56-7	418.65
6712-98-7	418.15
67176-33-4	416.15
67191-37-1	504.15
67191-93-9	459.15
67195-51-1	504.15
672-13-9	520.65
672-66-2	465.15
67239-28-5	488.15
67262-78-6	408.15
67262-80-0	410.15
6728-26-3	419.65
67292-61-9	400.55
67292-63-1	305.15
67292-88-0	438.15
673-06-3	568.15
673-32-5	456.15
67306-00-7	523.15
67312-43-0	332.65
67329-04-8	443.15
6734-98-1	396.15
67375-30-8	473.15
6738-23-4	465.15
6739-34-0	488.65
674-76-0	331.75
674-82-8	399.2
6742-54-7	586.4
6745-75-1	421.15
67465-39-8	489.15
675-09-2	518.15
675-14-9	345.85
675-20-7	529.15
675-62-7	470.65
67515-56-4	442.65
67515-60-0	451.15
67531-68-4	486.15
67557-57-7	280.15
67564-91-4	573.15
67592-36-3	382.15
676-22-2	510.65
676-44-8	614.15
676-59-5	298.15
676-83-5	354.65
676-97-1	435.65
676-99-3	371.15
67634-15-5	353.65
6765-39-5	573.48
677-21-4	255
677-56-5	274.35
677-68-9	385.15
677-69-0	312.1
67730-10-3	429.65
67730-11-4	337.85
67747-70-0	369.15
6776-19-8	409.15
67774-32-7	573.15
678-26-2	302.35
6780-13-8	391.15
6780-49-0	487.15
67801-38-1	560.15
67801-47-2	508.15
6781-98-2	459.15
6784-18-5	455.15
67843-74-7	387.15
6785-23-5	568.76
6786-36-3	698.15
67880-21-1	378.15
67880-26-6	399.45
67885-08-9	403.15
6789-80-6	394.15
6789-88-4	545.15
6789-94-2	428.15
679-84-5	347.15
679-86-7	299.15
679-87-8	370.15
6790-27-8	492.55
67907-32-8	494.15
6795-75-1	386.95
6795-87-5	332.15
6795-88-6	364.15
67952-57-2	460.15
68-11-1	493
68-12-2	426.15
68-76-8	630.65
680-00-2	283.15
680-31-9	506.15
6802-75-1	449.65
6804-07-5	337.65
68057-83-0	440.15
6807-96-1	389.15
68084-03-7	418.15
681-84-5	394.15
6810-26-0	383.15
68107-05-1	390.65
6812-38-0	652.16
6812-39-1	637.16
6813-90-7	543.15
68141-57-1	578.15
682-01-9	499.15
682-09-7	558.15
68266-67-1	504.15
68291-97-4	496.15
683-08-9	467.15
683-18-1	408.15
683-50-1	359.15
683-51-2	382.15
683-68-1	468.15
683-72-7	507.15
683-85-2	423.15
6831-89-6	611.15
68379-32-8	189.15
684-16-2	245.88
684-84-4	473.15
6843-66-9	559.15
6846-50-0	553.15
68469-60-3	526.15
6848-13-1	505.15
685-27-8	394.15
685-63-2	279.15
685-91-6	458.65
6850-35-7	423.15
6850-36-8	443.65
6850-57-3	501.15
6852-54-6	468.15
6852-58-0	482.15
68527-79-7	457.65
68567-97-5	414.25
68574-13-0	379.15
68591-34-4	515.15
68596-94-1	307.15
68596-99-6	311.65
686-65-7	323.15
686-69-1	404.65
68602-57-3	335.15
6863-58-7	394.2
6864-37-5	369.65
6866-10-0	375.15
6867-30-7	384.15
687-47-8	427.15
687-78-5	458.15
6870-67-3	449.9
6872-06-6	501.15
68723-25-1	638.15
6874-80-2	505.65
68750-16-3	509.15
6876-18-2	451.45
6876-23-9	396.58
68786-66-3	513.75
688-52-8	409.15
688-71-1	452.65
688-74-4	506.65
6886-16-4	452.15
6889-41-4	328.15
689-89-4	453.15
689-97-4	278.25
6890-03-5	504.15
6891-45-8	501.15
6893-02-3	505.15
69-23-8	544.15
69-33-0	390.65
69-53-4	474.95
69-72-7	529
690-02-8	287.15
690-08-4	349.89
690-37-9	419.55
690-39-1	272.45
690-49-3	430.65
690-92-6	378.58
690-93-7	374
69034-13-5	566.15
69045-84-7	449.15
69091-15-2	344.15
691-37-2	327.01
691-38-3	329.53
691-42-9	333.15
691-83-8	501.15
69103-91-9	439.75
69113-00-4	497.65
69113-02-6	392.15
6912-05-6	436.15
6914-71-2	470.15
6914-76-7	457.25
6915-15-7	602
6917-76-6	362.65
6919-62-6	425.65
69190-65-4	465.65
692-13-7	398.65
692-24-0	359.05
692-35-3	387.15
692-42-2	378.15
692-45-5	320
692-48-8	398.35
692-50-2	248.55
692-70-6	375.15
692-86-4	537.65
692-96-6	385.15
6920-22-5	497.15
6921-27-3	392.65
6921-35-3	353.75
6921-64-8	518.15
69225-98-5	295.8
69226-46-6	557.15
6923-20-2	366.15
6928-85-4	446.65
69295-21-2	428.15
693-02-7	344.48
693-07-2	429.7
693-09-4	374.15
693-13-0	420.15
693-16-3	438.15
693-30-1	244.15
693-39-0	486.15
693-54-9	483.35
693-58-3	494.55
693-61-8	465.65
693-62-9	466.15
693-65-2	459.9
693-85-6	377.35
693-89-0	348.95
693-93-6	361.15
693-95-8	406.45
693-98-1	540.15
69305-42-6	518.65
6931-71-1	503.15
69321-60-4	519.15
6933-10-4	513.15
6935-27-9	396.65
69352-67-6	540.15
6938-66-5	681.15
69385-30-4	447.15
694-05-3	381.15
694-31-5	422.15
694-35-9	370.92
694-48-4	410.15
694-53-1	392.15
694-62-2	324.65
694-80-4	477.15
694-81-5	450.15
694-85-9	523.15
694-87-1	423.15
6940-76-7	444.15
6940-78-9	448.15
6941-69-1	556.64
6942-99-0	558.15
6946-24-3	701.15
6946-90-3	468.15
69462-51-7	401.15
69462-53-9	419.15
6948-86-3	494.15
695-02-3	350.15
695-06-7	488.65
695-12-5	401.15
695-28-3	392.15
695-77-2	385.15
695-96-5	504.15
695-98-7	457.15
695-99-8	460.6
6951-08-2	558.65
6952-59-6	498.15
69542-91-2	450.65
6957-91-1	378.15
6959-06-4	513.15
6959-71-3	483.15
696-02-6	402.15
696-28-6	528.15
696-29-7	427.91
696-30-0	451.15
696-44-6	479.65
696-59-3	418.85
696-62-8	511.15
696-63-9	501.15
69610-41-9	484.15
6963-44-6	514.15
69654-93-9	352.72
6966-10-5	492.65
697-11-0	278.65
697-17-6	393.05
697-82-5	508.55
697-83-6	388.15
697-86-9	546.15
697-91-6	526.6
6970-57-6	458.15
6971-51-3	525.15
6974-10-3	573.15
6974-77-2	428.15
69745-49-9	419.15
6975-60-6	452.65
6975-92-4	384.75
6975-98-0	462.34
6976-50-7	403.15
6976-72-3	534.15
69766-36-5	503.65
69770-20-3	398.15
69770-23-6	425.15
69770-98-5	456.15
698-01-1	478.15
698-27-1	496.15
698-42-0	3053.15
698-69-1	504.15
698-71-5	509.15
698-87-3	493.15
698-88-4	498.15
6982-25-8	453.85
6986-48-7	389.65
699-02-5	517.65
699-08-1	523.15
699-09-2	511.15
699-17-2	476.15
699-30-9	327.65
69947-01-9	390.15
6996-81-2	472.05
69975-86-6	463.15
6998-82-9	536.15
6999-03-7	502.65
70-23-5	372.15
70-34-8	569.15
70-55-3	494.15
700-12-9	504.55
700-13-0	568.15
700-16-3	357.05
700-17-4	431.15
700-75-4	483.15
700-84-5	386.65
700-87-8	367.85
700-88-9	492.15
7003-32-9	422.65
7005-47-2	433.15
7005-72-3	557.65
70050-43-0	344.65
701-35-9	492.1
701-70-2	398.65
701-73-5	353.65
701-97-3	549.65
701-99-5	498.65
70110-24-6	383.15
70116-68-6	386.05
70127-93-4	533.15
7013-11-8	385.15
70193-21-4	442.65
702-23-8	608.15
702-28-3	492.15
702-79-4	476.44
7021-46-7	361.15
703-61-7	554.15
703-87-7	416.65
703-95-7	416.15
70324-20-8	429.15
7036-98-8	468.15
70384-51-9	603.15
70396-13-3	439.15
704-01-8	488.65
704-10-9	440.15
704-38-1	599.15
7040-43-9	392.65
70419-10-2	428.15
70419-11-3	428.15
7045-89-8	439.15
70490-99-2	518.15
7051-34-5	379.15
7058-01-7	452.45
706-27-4	407.65
706-78-5	556.15
706-79-6	363.85
70644-46-1	499.15
7065-46-5	403.15
7068-83-9	350.45
7069-38-7	350.15
70715-91-2	307.95
7073-94-1	483.45
70786-82-2	469.15
7081-78-9	366.65
7087-68-5	399.65
7093-10-9	547.65
7094-26-0	418.35
7094-27-1	408.15
70950-00-4	365.15
7098-07-9	481.15
7098-20-6	810.15
7098-21-7	815.65
7098-22-8	821.15
7098-23-9	827.15
7098-24-0	832.15
7098-25-1	837.15
7098-26-2	843.15
7098-27-3	847.15
7099-43-6	495.15
71-23-8	370.35
71-36-3	390.81
71-41-0	410.95
71-43-2	353.24
71-55-6	347.23
710-18-9	437.15
7101-31-7	429.15
7101-51-1	372.95
7101-57-7	389.15
7101-64-6	490.75
711-33-1	489.15
7111-76-4	596.15
7116-86-1	375.65
7116-95-2	559.05
71172-57-1	427.65
7119-27-9	535.15
7119-92-8	479.65
7119-94-0	518.15
712-48-1	610.15
71200-79-8	445.15
71292-84-7	392.65
713-36-0	553.65
7133-36-0	431.65
71359-61-0	321.15
71359-62-1	422.65
71369-69-2	365.65
71392-29-5	411.15
71400-33-4	482.15
7144-05-0	473.15
71441-09-3	509.65
7145-20-2	394.92
7145-99-5	472.65
7146-60-3	437.47
7148-74-5	405.15
7149-24-8	498.15
7149-26-0	573.15
7149-75-9	514.15
7149-79-3	353.15
7152-15-0	446.15
7152-80-9	371.35
7154-66-7	516.15
7154-73-6	439.15
7154-75-8	334.65
7154-79-2	413.44
7154-80-5	428.85
71609-22-8	510.9
7162-59-6	403.15
7163-25-9	564.15
71633-43-7	553.65
7164-98-9	549.15
71653-64-0	489.15
71672-75-8	538.15
717-21-5	590.15
717-74-8	511.15
7170-38-9	513.15
7170-44-7	490.15
71745-63-6	533.15
71752-69-7	314.35
718-64-9	434.05
7182-87-8	394.87
7187-01-1	369.15
7187-55-5	540.15
7188-38-7	364.65
719-22-2	333.15
719-59-5	480.15
719-79-9	557.44
71901-54-7	336.65
7193-78-4	470.15
71939-10-1	380.15
7194-84-5	777.15
7194-85-6	784.15
7194-86-7	791.15
7194-87-8	804.15
72-48-0	703.15
72-54-8	466.15
72044-13-4	252.15
7207-97-8	353.65
7208-05-1	381.15
72117-72-7	500.15
7212-53-5	459.75
72132-51-5	404.15
7214-50-8	458.15
7217-59-6	499.65
722-23-6	428.15
722-27-0	429.15
7220-26-0	433.26
7223-38-3	354.15
7225-71-0	664.15
7228-38-8	459.15
72312-48-2	423.15
7234-09-5	601.15
72385-44-5	263.15
7239-24-9	354.15
7241-98-7	493.15
7244-78-2	447.15
72492-12-7	467.15
7250-95-5	500.75
72505-66-9	337.05
7251-61-8	517.15
7252-83-7	422.15
7258-52-8	419.15
72595-97-2	480.15
72596-00-0	458.15
72596-02-2	427.15
726-44-3	612.15
7260-11-9	532.15
72622-74-3	504.15
7283-70-7	553.15
